Part Number,Vendor,Vendor P/N,Package,Quantity On Hand,Price Each (qty 25),Description,Symbol Name,Symbol Library,Footprint Library,Family,Comments,Alternate vendor,Alternate P/N,Alternate Vendor,Alternate P/N,Datasheet
B-1005-3k32,Panasonic,ERJ-8ENF3321V,R1206,8,$0.04,"Resistor, 3k32 ohms 1% 1206 0.25W",,asp_passive,asp_passive,RES_1206_1%,,,,,,
B-1006-17k8,Panasonic,ERJ-14NF1782U,R1210,75,$0.10,"Resistor, 17k8 ohms 1% 1210 0.5W",,,,,,,,,,
B-1007-6k81,Panasonic,ERJ-12SF6811U,R2010,55,$0.27,"Resistor, 6k81 ohms 1% 2010 0.75W",,,,,,,,,,
B-1008-56k0,Panasonic,ERA-6AEB563V,R0805,60,$0.25,"Resistor, 56k0 ohms 0.1% 0805 0.125W",,,,,,,,,,
B-1009-5R10,Rohm,ESR10EZPF5R10,R0805,93,$0.14,"Resistor, 5R10 ohms 1% 0805 400mW",,asp_passive,asp_passive,RES_0805_1%_0.40W,,,,,,
B-1010-6k81,Panasonic,ERJ-P06F6811V,R0805,100,$0.09,"Resistor, 6k81 ohms 1% 0805 0.5W thick film",,asp_passive,asp_passive,RES_0805_1%_0.50W,,,,,,
C-1000-4.7pF,Vishay,VJ0805A4R7CXACW1BC,C_0805_2012Metric,100,$0.11,"Capacitor, 4.7 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-6.8pF,Vishay,VJ0805A6R8BXACW1BC,C_0805_2012Metric,93,$0.08,"Capacitor, 6.8 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-10pF,Vishay,VJ0805A100JXACW1BC,C_0805_2012Metric,,$0.08,"Capacitor, 10 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-18pF,Vishay,VJ0805A180JXACW1BC,C_0805_2012Metric,50,$0.08,"Capacitor, 18 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-22pF,Vishay,VJ0805A220JXACW1BC,C_0805_2012Metric,,$0.08,"Capacitor, 22 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-47pF,Vishay,VJ0805A470JXACW1BC,C_0805_2012Metric,150,$0.08,"Capacitor, 47 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-68pF,Vishay,VJ0805A680JXACW1BC,C_0805_2012Metric,100,$0.10,"Capacitor, 68 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-100pF,Vishay,VJ0805A101JXACW1BC,C_0805_2012Metric,164,$0.08,"Capacitor, 100 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-150pF,Vishay,VJ0805A151JXACW1BC,C_0805_2012Metric,35,$0.08,"Capacitor, 150 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-220pF,Vishay,VJ0805A221JXACW1BC,C_0805_2012Metric,40,$0.08,"Capacitor, 220 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-330pF,Vishay,VJ0805A331JXACW1BC,C_0805_2012Metric,20,$0.08,"Capacitor, 330 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-470pF,Vishay,VJ0805A471JXACW1BC,C_0805_2012Metric,144,$0.08,"Capacitor, 470 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-560pF,Vishay,VJ0805A561JXACW1BC,C_0805_2012Metric,,$0.08,"Capacitor, 560 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-1000pF,Vishay,VJ0805A102JXACW1BC,C_0805_2012Metric,240,$0.08,"Capacitor, 1000 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,Vishay,VJ0805A272JXACW1BC,,,
C-1000-1800pF,Vishay,VJ0805A182JXACW1BC,C_0805_2012Metric,250,$0.08,"Capacitor, 1800 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-2200pF,Vishay,VJ0805A222JXACW1BC,C_0805_2012Metric,94,$0.22,"Capacitor, 2200 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1000-2700pF,Murata,GRM2165C1H272JA01D,C_0805_2012Metric,98,$0.08,"Capacitor, 2700 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,TDK,C2012C0G1H272J060AA,,,
C-1000-8200pF,Murata,GRM2195C1H822JA01D,C_0805_2012Metric,85,$0.19,"Capacitor, 8200 pF 5% 0805 C0G 50V ",,asp_passive,asp_passive,CAP_0805_50V_5%,All C0G 50V 0805 caps,,,,,
C-1001-4.7nF,AVX,08055C472KAT2A,C_0805_2012Metric,95,$0.10,"Capacitor, 4.7nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-6.8nF,AVX,08055C682KAT2A,C_0805_2012Metric,,$0.08,"Capacitor, 6.8nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-8.2nF,AVX,08055C822KAT2A,C_0805_2012Metric,98,$0.08,"Capacitor, 8.2nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-10nF,AVX,08055C103KAT2A,C_0805_2012Metric,44,$0.04,"Capacitor, 10 nF 10% 0805 X7R 50V ",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-22nF,AVX,08055C223KAT2A,C_0805_2012Metric,46,$0.08,"Capacitor, 22 nF 10% 0805 X7R 50V ",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-33nF,AVX,08055C333KAT2A,C_0805_2012Metric,,$0.08,"Capacitor, 33 nF 10% 0805 X7R 50V ",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-47nF,AVX,08055C473KAT2A,C_0805_2012Metric,93,$0.11,"Capacitor, 47 nF 10% 0805 X7R 50V ",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-82nF,AVX,08055C823KAT2A,C_0805_2012Metric,48,$0.08,"Capacitor, 82 nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-100nF,AVX,08055C104KAT2A,C_0805_2012Metric,758,$0.04,"Capacitor, 100 nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-150nF,AVX,08055C154KAT2A,C_0805_2012Metric,36,$0.35,"Capacitor, 150 nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-330nF,AVX,08055C334KAT2A,C_0805_2012Metric,18,$0.27,"Capacitor, 330 nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1001-470nF,AVX,08055C474KAT2A,C_0805_2012Metric,53,$0.35,"Capacitor, 470 nF 10% 0805 X7R 50V",,asp_passive,asp_passive,CAP_0805_50V_10%,All X7R 50V 0805 caps,,,,,
C-1002-1uF,AVX,0805YC105KAT2A,C_0805_2012Metric,25,$0.13,"Capacitor, 1uF 10% 0805 X7R 16V",,asp_passive,asp_passive,CAP_0805_16V_10%,All X7R 16V 0805 caps,,,,,
C-1002-2.2uF,AVX,0805YC225KAT2A,C_0805_2012Metric,15,$0.76,"Capacitor, 2.2uF 10% 0805 X7R 16V",,asp_passive,asp_passive,CAP_0805_16V_10%,All X7R 16V 0805 caps,,,,,
C-1003-4.7uF,AVX,08056D475KAT2A,C0805,,$0.30,"Capacitor, 4.7uF 10% 0805 X5R 6.3V",,asp_passive,asp_passive,CAP_0805_6.3V_10%,All X5R 6.3V 0805 caps,,,,,
C-1004-10uF,Nichicon,UWP1H100MCL1GB,CAP-ELECT-E,42,$0.60,"Capacitor, 10uF 20% 50V Bipolar SMD",,asp_passive,asp_passive,CAP_E_50V_20%_BP,50V bipolar electrolytic,,,,,
C-1005-10uF,Panasonic,ECE-A1HN100U,CPBP_Radial_D6.3mm_P2.50mm,376,$0.23,"Capacitor, 10uF 20% 50V Bipolar THT",CAP-AEBP-6.3D-2.5P,asp_passive,asp_passive,CAP-AEBP-6.3D-2.5P,Bipolar caps in this size (12L/6.3D/2.5P),,,,,
C-1006-1000uF,Nichicon,UVZ1V102MHD,CAP-AE-12.5D-5.0P,36,$0.39,"Capacitor, 1000uF 20% 35V THT ",CAP-AE-12.5D-5.0P,asp_passive,asp_passive,CAP-AE-12.5D-5.0P,Polarized caps in this size,,,,,
C-1007-220uF,Panasonic,EEU-FR1C221,CAP-AE-6.3D-2.5P,,$0.10,"Capacitor, 220uF 20% 16V THT",CAP-AE-6.3D-2.5P,asp_passive,asp_passive,CAP-AE-6.3D-2.5P,Polarized caps in this size,,,,,
C-1008-10uF,AVX,12103C106KAT2A,C_1210_3225Metric.kicad_mod,182,$0.70,"Capacitor, 10uF 10% 1210 X7R 25V",,asp_passive,asp_passive,CAP_1210_25V_10%,All X7R 25V 1210 caps,Murata,GRM32DR71E106KA12K,,,
C-1009-4.7uF,AVX,08053D475KAT2A,C0805,,$0.30,"Capacitor, 4.7uF 10% 0805 X5R 25V",,asp_passive,asp_passive,CAP_0805_25V_10%,All X5R 25V 0805 caps,,,,,
C-1010-33uF,Kemet,T520T336M010ATE040,C3528-12-T,,$1.60,"Capacitor, 33uF 20% 10V Tantalum “T” case	",CAP-TANT-20%-10V,asp_passive,asp_passive,,,,,,,
C-1011-47uF,Nichicon,UKL1H470KPDANA,CAP-AEBP-8D-3.5P,152,$0.20,"Capacitor, 47uF 20% 50V Bipolar THT",CAP-AEBP-8D-3.5P,asp_passive,asp_passive,CAP-AEBP-8D-3.5P,Bipolar caps in this size,Jameco,RN47/50-R,,,
C-1012-470pF,AVX,W2F11A4718AT1A,CF0805,276,$0.24,"Capacitor, 470pF 100V NP0 Feedthrough Cap ",CF0805,asp_passive,asp_passive,CAP_FT_0805_100V,NP0 feedthrough cap in this size,,,,,
C-1013-100nF,AVX,12065C104KAT2A,C1206,15,$0.10,"Capacitor, 100 nF 10% 1206 X7R 50V ",,,,,,,,,,
C-1014-10uF,Panasonic,EEE-FK1V100R,CP_Elec_5x5.8,50,$0.32,"Capacitor, 10uF 20% 35V 2K hours 105C",CAP_S_FK_C_35,asp_passive,asp_passive,CAP_S_FK_C,"Panasonic FK series, C size 35V",,,,,
C-1015-4.7uF,Panasonic,EEE-1ES4R7SR,CAP-ELECT-A,48,$0.00,"Capacitor, 4.7uF 20% 25V 2K hours 85C ",CAP_S_S_A_25,asp_passive,asp_passive,CAP_S_S_C,"Panasonic S/VS series, A size (OBSOLETE)",,,,,
C-1016-2.2uF,Panasonic,EEE-FC1V2R2R,CAP-ELECT-B,34,$0.26,"Capacitor, 2.2uF 20% 35V 1K hours 105C ",CAP_S_FC_B_35,,,,Panasonic FC series B size 35V,,,,,
C-1017-100uF,Panasonic,EEE-FC1C101P,CAP-ELECT-E,15,$0.49,"Capacitor, 100uF 20% 16V 1K hours 105C ",CAP_S_FC_E_16,,,,Panasonic FC series E size 16V,,,,,
C-1018-10uF,Panasonic,EEE-1CS100SR,CAP-ELECT-A,33,$0.00,"Capacitor, 10uF 20% 16V 2K hours 85C",CAP_S_S_A_16,,,,"Panasonic S series, A size 16V (OBSOLETE)",,,,,
C-1019-22uF,Panasonic,EEE-FK1H220P,CAP-ELECT-D,36,$0.30,"Capacitor, 22uF 20% 50V 2K hours 105C",CAP_S_FK_D_50,,,,"Panasonic FK series, D size 50V",,,,,
C-1020-10uF,Panasonic,ECA-1HM100,CAP-AE-5.0D-11.0L,26,$0.07,"Capacitor, 10uF 20% 50V 2K hours 85C",CAP_T_M_5_11_50,asp_passive,asp_passive,,"Panasonic M series, x size 50V",,,,,
C-1020-22uF,Panasonic,ECA-1HM220,CAP-AE-5.0D-11.0L,25,$0.22,"Capacitor, 22uF 20% 50V 2K hours 85C",CAP_T_M_5_11_50,asp_passive,asp_passive,,,,,,,
C-1021-47uF,Panasonic,ECA-1JM470,CAP-AE-6.3D-11.2L,24,$0.15,"Capacitor, 47uF 20% 63V 2K hours 85C ",CAP_T_M_6.3_11.2_63,asp_passive,asp_passive,,,,,,,
C-1022-220uF,Panasonic,ECA-1JM221,CAP-AE-10.0D-16.0L,15,$0.50,"Capacitor, 220uF 20% 63V 2K hours 85C ",CAP_T_M_10_16_63,asp_passive,asp_passive,,,,,,,
C-1023-470uF,Panasonic,ECA-1VM471,CAP-AE-10.0D-16.0L,3,$0.47,"Capacitor, 470uF 20% 35V 2K hours 85C ",CAP_T_M_10_16_35,asp_passive,asp_passive,,,,,,,
C-1024-22uF,Panasonic,ECA-1JM220,CAP-AE-5.0D-11.0L,9,$0.11,"Capacitor, 22uF 20% 63V 2K hours 85C",CAP_T_M_5_11_63,,,,,,,,,
C-1025-1uF,AVX,12063C105KAT2A,C1206,9,$0.17,"Capacitor, 1uF 10% 1206 X7R 25V",,,,,,,,,,
C-1026-47uF,Nichicon,RSS1E470MCN1GS,CP_Elec_6.3x5.7,9,$0.80,"Capacitor, 47uF 20% 25V 2k hrs 105C 30mOhm ESR (org. polymer)",CAP_S_SS_6.3_5.7_25,asp_passive,asp_passive,,Nichicon SS family LOW ESR organic Polymer,,,,,
C-1027-10uF,Taiyo Yuden,TMK316BJ106KL-T,C1206,80,$0.10,"Capacitor, 10uF 10% 1206 X5R 25V",,asp_passive,asp_passive,CAP_1206_25V_10%,,,,,,
C-1028-1uF,Taiyo Yuden,GMK212B7105KG-T,C_0805_2012Metric,100,$0.10,"Capacitor, 1uF 10% 0805 X7R 35V 1.25mm high",,asp_passive,asp_passive,CAP_0805_35V_10%,,,,,,
C-1028-3.3uF,TDK,CGA4J1X7R1V335K125AC,C_0805_2012Metric,100,$0.25,"Capacitor, 3.3uF 10% 0805 X7R 35V 1.25mm high",,asp_passive,asp_passive,CAP_0805_35V_10%,,,,,,
C-1028-4.7uF,TDK,CGA4J1X7R1V475K125AC,C_0805_2012Metric,50,$0.25,"Capacitor, 4.7uF 10% 0805 X7R 35V 1.25mm high",,asp_passive,asp_passive,CAP_0805_35V_10%,,,,,,
C-1029-15uF,Wurth,865080542005,CP_Elec_5x5.3,,$0.18,"Capacitor, 15uF 20% 35V Al SMT 5x5.5 2k hours 105C",CAP_S_5x5.5_35,asp_passive,asp_passive,,Wurth 5w x 5.5h SMT Alum. 35V,,,,,
D-1000-0,Fairchild,MMBT2222A,SOT-23,26,$0.10,"Transistor, NPN, Vceo = 40V, Ic = 1 A",MMBT2222A,asp_discrete,asp_discrete,,,,,,,
D-1001-0,Fairchild,MMBT3906,SOT-23,84,$0.14,"Transistor, PNP Vceo = -40V Ic = 0.2A",MMBT3906,,,,,,,,,
D-1002-0,Fairchild,MMBT3904,SOT-23,4,$0.13,"Transistor, NPN Vceo= 40V Ic= 0.2A",MMBT3904,,,,,,,,,
D-1003-0,Fairchild,MPSA42,TO-92,10,$0.23,"Transistor, NPN, Vceo = 300V, Ic = 0.5 A",MPSA42,,,,,,,,,
D-1004-0,Fairchild,MMBTA55,SOT-23,43,$0.18,"Transistor, PNP, Vceo = 60V, Ic = 0.5 A",MMBTA55,,,,,,,,,
D-1005-0,ON Semi,NTR1P02LT3G,SOT-23,84,$0.20,"MOSFET, P-Channel, -20V, -1.3A, 220mOhm Rdson",,asp_discrete,asp_discrete,,,,,,,
D-1006-0,Diodes,ZXMP6A13F,SOT-23,25,$0.40,"MOSFET, P-Channel, -60V, -0.8A, 400mOhm Rdson",,asp_discrete,asp_discrete,,,,,,,
D-1007-0,ON Semi,MMBTA05L,SOT-23,25,$0.15,"Transistor, NPN Vceo= 60V Ic= 0.5A",,asp_discrete,asp_discrete,,,,,,,
D-1008-0,Nexperia,BC850CS235,SOT-23,0,$0.18,"Transistor, NPN Vceo=45V Ic=100mA NF=4dB hFE=500",BC850C,asp_discrete,asp_discrete,,,,,,,
D-1009-0,ON Semi,MMBF5485,SOT-23,0,$0.13,"JFET, N-Channel, -25V, 10mA",,asp_discrete,asp_discrete,,,,,,,
E-1000-0,Lumex,SSL-LX3044YD,LED-3mm-yellow,100,$0.12,"LED, 3mm, yellow, 0.1” pitch, 60º viewing",LED_3mm_YELLOW,asp_discrete,asp_discrete,,generic 3mm yellow LED 0.1” pitch,Everlight,EALP03RDAYA4,,,
E-1000-1,Lumex,SSL-LX3044GD,LED-3mm-green,100,$0.10,"LED, 3mm, green, 0.1” pitch, 60º viewing",LED_3mm_GREEN,asp_discrete,asp_discrete,,generic 3mm green LED 0.1” pitch,Everlight,EALP03RDCGA5,,,
E-1000-2,Lumex,SSL-LX3044HD,LED-3mm-red,200,$0.08,"LED, 3mm, red, 0.1” pitch, 60º viewing",LED_3mm_RED,asp_discrete,asp_discrete,,generic 3mm red LED 0.1” pitch,Everlight,EALP03RDCRA3,,,afp://rosewood-nas._afpovertcp._tcp.local/rwnas-andy/datasheets/Lite-On/LTL-4203.PDF
E-1001-0,Diodes,1N5819HW-7-F,SOD-123,30,$0.50,"Diode, Schottky, 40V, 1A",1N5819HW-7,asp_discrete,asp_discrete,,,,,,,
E-1002-0,Fairchild,1N4004,DO-41,80,$0.05,"Diode, Rectifier, 400V, 1A",1N4004,asp_discrete,asp_discrete,,,,,,,
E-1003-0,Fairchild,MBRS140,DO-214AA,9,$0.36,"Diode, Schottky, 40V, 1A",,asp_discrete,asp_discrete,,,,,,,
E-1004-0,On Semi,MBRA120ET3G,DO-214AC,40,$0.38,"Diode, Schottky, 20V, 1A",MBRA120,asp_discrete,asp_discrete,,,,,,,
E-1005-0,Fairchild,MBR0520L,SOD-123,,$0.35,"Diode, Schottky, 20V, 0.5A",MBR0520,asp_discrete,asp_discrete,,,,,,,
E-1006-0,Diodes,SDM40E20LS-7,SOT-23,30,$0.50,"Diode, Dual series Schottky, 20V 0.4A",,asp_discrete,asp_discrete,,,,,,,
E-1007-0,Vishay,SSA23L-E3/61T,DO-214AC,,$0.18,"Diode, Schottky, 30V 2A",SSA23L,asp_discrete,asp_discrete,,,,,,,
E-1008-0,Vishay,SSB43L-E3,DO-214AA,,$0.18,"Diode, Schottky, 40V, 4A",SSB43L,asp_discrete,asp_discrete,,,,,,,
E-1009-0,Fairchild,1N4003,DO-41,,$0.12,"Diode, 1N4003 Rectifier, 200V, 1A",1N4003,,,,,,,,,
E-1010-0,Fairchild,1N4735A,DO-41,9,$0.16,"Diode, 1N4735 6.2V 1W Zener",1N4735,,,,,,,,,
E-1011-0,Vishay,BZT52C12-E3-08,SOD-123,50,$0.05,"Diode, 1BZT52C12 12V 0.41W Zener",BZT52C12,,,,,,,,,
E-1012-0,Vishay,1N4148W-E8-08,SOD-123,10,$0.13,"Diode, 1N4148W rectifier",1N4148W,,,,,,,,,
E-1013-0,ON Semi,BZX84C47LT1G,SOT-23,10,$0.13,"Diode, BZX84C47LT1G 47V 225mW Zener",BZX84C47LT1G,,,,,,,,,
E-1014-0,Fairchild,MMSZ5234B,SOD-123,20,$0.14,"Diode, MMSZ5234B 6.2V 500mW Zener",MMDZ5234B,,,,,,,,,
E-1015-0,ON Semi,BAS70-04LT1G,SOT-23,8,$0.19,"Diode, BAS70-04 dual series schottky",BAS70-04,,,,,,,,,
E-1016-0,Lite-On,LTL-4253,LED-5mm-yellow,20,$0.07,"LED, 5mm, yellow",,,,,,,,,,
E-1016-1,Lite-On,LTL-4233,LED-5mm-green,20,$0.07,"LED, 5mm, green",,,,,,,,,,
E-1016-2,Lite-On,LTL-4223,LED-5mm-red,50,$0.07,"LED, 5mm, red",,,,,,,,,,
E-1017-0,ON Semi,MBRS360BT3G,D_SMB,54,$0.34,"Diode, MBRS360BR3G Schottky 60V 4A",MBRS360BT3G,asp_discrete,asp_discrete,,,,,,,
E-1018-0,MCC,SMBJP6KE20A,D_SMB,18,$0.28,"Diode, TVS 17.1V",,asp_discrete,asp_discrete,,,,,,,
E-1019-0,Vishay,1N4148W-V,D_SOD-123,22,$0.14,"Diode, General purpose 100V PIV 150mA If",,,,,,,,,,
E-1020-0,Kingbright,WP1043GD,KB-WP1043,42,$0.28,"LED, Green, Single LED Bar 3.65 x 6.15mm",,asp_discrete,asp_discrete,,,,,,,
E-1020-1,Kingbright,WP1043ID,KB-WP1043,21,$0.28,"LED, Red, Single LED Bar 3.65 x 6.15mm",,asp_discrete,asp_discrete,,,,,,,
E-1020-2,Kingbright,WP1043YD,KB-WP1043,22,$0.28,"LED, Yellow, Single LED Bar 3.65 x 6.15mm",,asp_discrete,asp_discrete,,,,,,,
E-1021-0,Nexperia,PMEG6010CEJ,D_SOD-323F,100,$0.30,"Diode, Schottky, 60V 1A Vf=660 mV",,asp_discrete,asp_discrete,,,,,,,
E-1022-0,ST,1N5818,DO-41,20,$0.20,"Diode, Schottky, 30V, 1A Vf=0.5V",,asp_discrete,asp_discrete,,,,,,,
E-1023-0,Diodes,MMSZ5231B-7-F,SOD-123,0,$0.12,"Diode, Zener 5.1V 500mW SOD-123",,asp_discrete,asp_discrete,,,,,,,
E-1024-0,Littelfuse,SP0505BAHTG,SOT23-6_Handsoldered,20,$0.85,"Diode, array of 5, TVS 5.5V",,asp_discrete,asp_ic,,,,,,,
E-1025-0,Nexperia,"BAS40-07,215
",SOT-143B,100,$0.27,"Diode, BAS40 Schottky dual isolated 40V 120mA",BAS40-07,asp_discrete,asp_discrete,,,,,,,
E-1026-0,Kingbright,WP115WGYW,LED_D3.0mm-3,0,$0.20,"LED, 3mm, bicolor green/yellow common cathode",,asp_discrete,asp_discrete,,,,,,,
E-1027-0,Kingbright,WP59EGW/CA,LED_D5.0mm-3,20,$0.30,"LED, 5mm, bicolor green/red common anode",WP59EGW_CA,asp_discrete,asp_discrete,,,,,,,
F-1000-0,Neutrik,NC3FAH,NC3FAH,,$1.49,"Connector, XLR3F panel mount, no separate ground, with latch",,asp_connector,asp_connector,,,,,,,
F-1000-1,Neutrik,NC3FAH1,NC3FAH,100,$1.49,"Connector, XLR3F panel mount, pin 1 is ground",,asp_connector,asp_connector,,,,,,,
F-1000-2,Neutrik,NC3FAH2,NC3FAH2,,$1.49,"Connector, XLR3F panel mount, separate ground",,asp_connector,asp_connector,,,,,,,
F-1001-0,Neutrik,NC3MAH,NC3MAH,13,$1.49,"Connector, XLR3M panel mount",,asp_connector,asp_connector,,,,,,,
F-1001-1,Neutrik,NC3MAH1,NC3MAH,,$1.00,"Connector, XLR3M panel mount, pin 1 is ground",,asp_connector,asp_connector,,,,,,,
F-1002-0,CTS,288V232R161B2,CTS-MC-288V,,$3.50,"Encoder, 2-bit with switch, vertical PCB mount",ROT_ENC_PB,asp_connector,asp_connector,,,,,,,
F-1003-0,Samtec,FTSH-105-01-F-D-K,FTSH-105,,$2.00,"Connector, 0.05” THT 2x5",CON-2x5-0p50,asp_connector,asp_connector,,ARM debug header,,,,,
F-1004-0,C&K,PVA1OAH1,PVA1,,$1.10,"Switch, DPST momentary 17.5mm height",DPST-MOM-PB-17p5,asp_connector,asp_connector,,DPST 9.2mm x 9.8mm,,,,,
F-1004-1,C&K,PVA1OAH2,PVA1,,$1.20,"Switch, DPST momentary 23mm height",DPST-MOM-PB-23,asp_connector,asp_connector,,,,,,,
F-1005-0,C&K,PVA20AH11.7NV2,PVA2,15,$1.21,"Switch, DPDT momentary 17.5mm height",DPDT-MOM-PB-17p5,asp_connector,asp_connector,,DPDT 9.2mm x 9.8mm,,,,,
F-1005-1,C&K,PVA2OAH2,PVA2,,$1.20,"Switch, DPDT momentary 23mm height",DPDT-MOM-PB-23,asp_connector,asp_connector,,,,,,,
F-1006-0,Tyco,1217167-1,FASTON-0.25-PCB,,$0.10,"Connector, Faston 0.25” tab",FASTON-0.25-PCB,asp_connector,asp_connector,,,,,,,
F-1007-0,Neutrik,NSJ12HF-1,NSJ12,10,$2.14,"Connector, stacked dual 1/4” TRS normalling jack (full screw nose)",NSJ12HF-1,asp_connector,asp_connector,,,,,,,
F-1008-0,Switchcraft,RASM722PX,SC-RASMP,5,$1.24,"Connector, DC Power, SMT Right Angle, 2.1/5.5 w/alignment",RASM722PX,asp_connector,asp_connector,,,,,,,
F-1008-1,Switchcraft,RASM722X,SC-RASM,1,$1.05,"Connector, DC Power, SMT Right Angle, 2.1mm pin 5.5mm outer",RASM722X,asp_connector,asp_connector,,,,,,,
F-1009-0,Neutrik,NMJ6HCD2,NMJ6HCD2,,$1.25,"Connector, 1/4”  TRS normalling jack, ferrule instead of nut",NMJ6HCD2,asp_connector,asp_connector,,,,,,,
F-1010-0,Molex,67068-8000,USB-B-RA,,$1.35,"Connector, USB Type B Right Angle",USB-B-RA,asp_connector,asp_connector,,Molex is a different size than FCI/Amphenol,,,,,
F-1011-0,Bourns,PEC16-4020F-S0012,PEC16-4X20F-S,,$1.00,"Encoder, 2-bit with switch, no detent, 16mm body",ROT_ENC_PB_16mm,asp_connector,asp_connector,,,,,,,
F-1012-0,Avago,AFBR-5803Z,SC_1X9_DUAL,,$30.00,"Transceiver, 100 Mb/s FDDI 1x9 SC connectors",AFBR-5808Z,asp_connector,asp_connector,,,,,,,
F-1013-0,PUI,POM-2738P-C33-R,MIC-6mm-THT,,$2.00,"Microphone, Electret Condenser -38 dB 2.2kOhm 6mm",MIC-6mm-THT,asp_connector,asp_connector,,,,,,,
F-1014-0,NKK,JB15LPF-JF,NKK-JB15LPF-JF,23,$3.05,"Switch, SPST Momentary, 11.2mm height, Green LED",SPST-MOM-PB-LEDG,asp_connector,asp_connector,,,,,,,
F-1014-1,NKK,JB15LPC-JC,NKK-JB15LPC-JC,6,$3.05,"Switch, SPST Momentary, 11.2mm height, Red LED",SPST-MOM-PB-LEDR,asp_connector,asp_connector,,,,,,,
F-1014-2,NKK,JB15LPE-JE,NKK-JB15LPE-JE,6,$3.05,"Switch, SPST Momentary, 11.2mm height, Yellow LED",SPST-MOM-PB-LEDY,asp_connector,asp_connector,,,,,,,
F-1015-0,CUI,RCJ-2223,CUI-RCJ-22XX,,$1.10,"Connector, RCA dual red/white  RA stacking",RCA-DUAL-VERT,asp_connector,asp_connector,,,,,,,
F-1016-0,CUI,RCJ-2123,CUI-RCJ-21XX,1,$1.65,"Connector, RCA dual red/white RA side-by-side (isolated ground)",RCA-DUAL-HORIZ,asp_connector,asp_connector,,,,,,,
F-1017-0,Keystone,8190-SEMS,TERM-RA,,$0.40,"Terminal, screw, right angle",TERM-RA,asp_connector,asp_connector,,"right angle screw terminal, 6-32",,,,,
